Gesture,Ax,Ay,Az,Gx,Gy,Gz
0,0.327250071,0.972020405,0.978133435,0.972500175,0.28257653,0.55144571
0,0.323263729,0.97882381,0.978573822,0.968821109,0.297214042,0.549468071
0,0.331778993,0.970410968,0.978970455,0.970300503,0.260290426,0.551672545
0,0.313127851,0.981824902,0.978850495,0.968926141,0.284897314,0.547513107
0,0.222645379,0.968424901,0.9790107,0.969466054,0.267590756,0.550981445
0,0.05919798,0.987306309,0.979861223,0.964983365,0.275739229,0.503632648
0,0.378752579,0.971780693,0.980621623,0.968971654,0,0.551848305
0,0.368269615,0.979559952,0.978186262,0.968941319,0.285519006,0.55046671
0,0.683157108,0.995423527,0.980715068,0.968788119,0.200031031,0.55075895
0,0.324462892,0.980651097,0.97876559,0.9688347,0.141387928,0.549841628
0,0.382519293,0.988572907,0.979419809,0.968812537,0.233455524,0.551640045
0,0.430902959,0.984920636,0.978614147,0.968914322,0.258226712,0.551043255
0,0.385526797,0.970274652,0.978808527,0.969111116,0.179664226,0.551312267
0,0.471890359,0.972247559,0.979254427,0.968127359,0.284318089,0.550682885
0,0.375777106,0.981537451,0.979236507,0.968960626,0.287655426,0.551288536
0,0.394648095,0.9962841,0.982305212,0.967664251,0.28068612,0.550897837
0,0.411669093,0.986829756,0.97910913,0.968800545,0.298521586,0.551221356
0,0.302771888,0.979135207,0.98211694,0.968803619,0.275810764,0.551773172
0,0.322674586,0.94731325,0.969528107,0.968938614,0.284667414,0.551018528
0,0.666197,0.997155104,0.983181371,0.968766846,0.274152496,0.551477687
0,0.389895673,1,0.971733057,0.967486356,0.434074113,0.551887601
0,0.425292474,0.980111121,0.972823599,0.978066566,0.291666213,0.551827871
0,0.431674763,0.982270011,0.946569318,0.96011512,0.193210442,0.551803719
0,0.174853784,0.958080951,0.974855802,0.968024772,0.247525268,0.551749616
0,0.394660266,0.955213877,0.974584795,0.967091992,0.245058717,0.551868715
0,0.372792745,0.963949535,0.973732024,0.967932104,0.250725882,0.551670732
0,0.380393111,0.959052805,0.974900527,0.968014758,0.266328743,0.551919011
0,0.403997598,0.9502702,0.974575555,0.967799677,0.257438522,0.551751926
0,0.450783448,0.946253991,0.974378437,0.968349245,0.252507448,0.548772184
0,0.266191937,0.964313271,0,0.9682248,0.281851343,0.551783402
0,0.488944758,0.980538598,0.981470394,0.968817662,0.304103573,0.551735907
0,0.338823319,0.947573745,0.98086421,0.967308033,0.26729182,0.551311938
0,0.318215687,0.939144986,0.980577293,0.968829872,0.276712916,0.5516895
0,0.314755375,0.952481298,0.993253652,0.97623839,0.283692301,0.551088811
0,0.330895049,0.929247548,0.97926009,0.969056491,0.248802478,0.55169161
0,0.432561964,0.933937148,0.974147179,0.969335646,0.287492576,0.551764274
0,0.305241073,0.964067957,0.979594889,0.969695883,0.278284059,0.55154016
0,0.341245385,0.878780965,0.974694077,0.968931144,0.293361854,0.551284177
0,0.346384789,0.942370783,0.975272747,0,0.275985786,0.551578822
0,0.345600277,0.919730788,0.958915931,0.968812072,0.267126156,0.550622131
0,0.34678538,0.892963531,0.992177345,0.968297665,0.273402618,0.551332049
0,0.345733193,0.958249748,0.969165506,0.967128479,0.264825603,0.551455742
0,0.341973326,0.94864482,0.956566383,0.968842389,0.256759536,0.55148813
0,0.335434057,0.917833599,0.97400809,0.955747886,0.256873887,0.551646456
0,0.338643031,0.905262982,0.973028117,0.969805406,0.274671165,0.551081714
0,0.342090147,0.886247022,0.975746072,0.968404204,0.287734399,0.550838266
0,0.34229459,0.885442087,0.984753179,0.968880218,0.332802337,0.550031643
0,0.342335807,0.81491844,0.974629757,0.968818536,0.275352267,0.55455633
0,0.343531581,0.87919492,0.975196747,0.969552547,0.263398996,0.551126426
0,0.332002716,0.910552551,0.980721192,0.969740669,0.276935798,0.551614564
0,0.5011167,0.968958848,0.980459146,0.968336645,0.277890754,0.551090546
0,0.256773732,0.984677519,0.981832927,0.969271784,0.272223904,0.551869066
0,0.32501429,0.9502369,0.957611444,0.968378999,0.264561223,0.551626211
0,0.327084719,0.936545481,0.989725602,0.970810217,0.273110789,0.551587393
0,0.317564362,0.956748128,0.981060883,0.96934448,0.273211392,0.551657205
0,0.330679852,0.942227351,0.980233216,0.968378478,0.141951319,0.551416616
0,0.330482252,0.920395949,0.979440491,0.968449586,0.255033543,0.551264448
0,0.329373326,0.871131633,0.979710863,0.967971386,0.272274586,0.55083252
0,0.338507611,0.960725856,0.979246715,0.968795346,0.279249049,0.546874163
0,0.336601899,0.936308901,0.973738667,0.968443463,0.290037827,0.551773882
0,0.328268009,0.929498943,0.980609417,0.968974829,0.276298652,0.551653876
0,0.340148533,0.924155478,0.988722378,0.968193226,0.266736687,0.551600573
0,0.335182811,0.907912974,0.960272996,0.967843394,0.288871792,0.551782651
0,0.33888387,0.953725984,0.980078518,0.96842139,0.274502577,0.551659481
0,0.463546458,0.965724405,0.978633767,0.969275303,0.276196191,0.551714046
0,0.254739464,0.967960465,0.978741689,0.967077846,0.276177252,0.550924079
0,0.322654497,0.943541082,0.978448541,0.970417049,0.286827466,0.551615793
0,0.337025346,0.946924812,0.983536931,0.971379921,0.304297681,0.550860753
0,0.301760149,0.946881334,0.979357494,0.968057025,0.288356617,0.55172354
0,0.294802699,0.949732615,0.945690267,0.96788572,0.267013993,0.54961248
0,0.277117313,0.948558355,0.981002807,1,0.25741953,0.551373396
0,0.326151101,0.93432832,0.9800123,0.970829006,0.260682357,0.551299317
0,0.530583797,0.953532046,0.981140643,0.968070482,0.263032197,0.551737354
0,0.397458553,0.944353416,0.980307488,0.967534947,0.233701437,0.551318315
0,0.390264087,0.942812252,0.983346494,0.96511682,0.256831988,0.551478116
0,0.406067729,0.946143997,0.978712273,0.970405713,0.286567902,0.550503534
0,0.368229219,0.948157088,0.979256821,0.969452032,0.230471375,0.551623709
0,0.472258331,0.953720609,0.978525964,0.968452409,0.283656515,0.549850693
0,0.304969007,0.951314326,0.978878819,0.967274646,0.298843602,0.55177542
0,0.320738338,0.970177314,0.978522639,0.967982889,0.269046733,0.550892516
0,0.344436491,0.729262513,0.971704035,0.968728764,0.275774387,0.551472834
0,0.347619331,0,0.984220711,0.968783323,0.269022273,0.55124328
0,0.347005789,0.924705807,0.980052463,0.968693247,0.263496938,0.55158766
0,0.344249438,0.962729468,0.986683101,0.964507162,0.282204125,0.55180559
0,0.343645205,0.961803952,0.980975771,0.967751546,0.319804857,0.551805309
0,0.503534436,0.979041285,0.978488697,0.968805333,0.292667958,0.551938245
0,0.333302391,0.974386989,0.978765094,0.969296838,0.275977959,0.551198539
0,0.344170679,0.945753168,0.978460822,0.9688478,0.281489288,0.55182332
0,0.345628172,0.936861043,0.979215931,0.968007042,0.254657089,0.550966884
0,0.58765563,0.949372599,0.97808365,0.96895355,0.260393772,0.550906174
0,0.324204291,0.952510104,0.978747734,0.966119568,0.278226505,0.550452678
0,0.299814555,0.964637668,0.97837414,0.969512395,0.291101349,0.550742058
0,0.375721474,0.955728706,0.978378755,0.970215314,0.243178456,0.551974734
0,0.373525702,0.959517251,0.978513539,0.968943058,0.273716583,0.549191983
0,0.375660409,0.962332599,0.978235235,0.969442747,0.494904377,0.551724605
0,0.371787265,0.922623508,0.978874192,0.968880541,0.276164347,0.55149195
0,0.280580568,0.938440479,0.979159461,0.968323631,0.276652431,0.551617889
0,0.413953744,0.931780273,0.980123474,0.969391377,0.338053259,0.551817607
0,0.245416188,0.964321468,0.978600041,0.968772225,0.272584801,0.551947221
0,0.244829966,0.969316013,0.979198962,0.967310929,0.290051245,0.551803958
0,0.423432242,0.961741767,0.986676362,0.969097082,0.280417864,0.551850653
0,0.4039546,0.946065499,0.978337957,0.968882249,0.27252279,0.552002079
0,0.384503018,0.991272434,0.977595912,0.968679829,0.269870387,0.551639203
0,1,0.929328254,0.980380235,0.968745437,0.265124734,0.551878209
1,0.336600979,0.96138604,0.979165595,0.968342557,0.278439306,0.553231442
1,0.332056813,0.951730678,0.979353179,0.967955145,0.274450916,0.553299211
1,0.326714844,0.927106241,0.978531153,0.969174431,0.264848343,0.553453374
1,0.471875962,0.942174306,0.978930709,0.971034486,0.262186966,0.553828927
1,0.326678654,0.965914531,0.978301966,0.968924477,0.27542949,0.553524159
1,0.319519614,0.946533175,0.978318243,0.967894884,0.301493836,0.555484137
1,0.229510209,0.960717917,0.978702476,0.969439814,0.163585627,0.55356796
1,0.040689143,0.956924229,0.979474631,0.968999485,0.273217031,0.55464595
1,0.327454433,0.942063336,0.978772959,0.969059316,0.279910575,0.553316339
1,0.322456007,0.940047201,0.977922656,0.968840965,0.247951565,0.563514096
1,0.327546072,0.916536413,0.982024213,0.970136155,0.277445797,0.553473528
1,0.338134143,0.935796663,0.99245046,0.958588123,0.2562674,0.553299632
1,0.298286549,0.938130237,1,0.969072228,0.289006678,0.553613671
1,0.752720036,0.932574534,0.979343696,0.969052528,0.265348561,0.553458533
1,0.182900856,0.945273089,0.98005744,0.968961827,0.246398315,0.553740905
1,0.27313728,0.944718259,0.944919527,0.969377443,0.275552739,0.553478568
1,0.29792838,0.936073756,0.959979994,0.969314026,0.278541208,0.554204595
1,0.226648733,0.92348916,0.996569628,0.969169864,0.292584353,0.553195912
1,0.139088034,0.920229585,0.964197482,0.968921836,0.288566144,0.553750367
1,0.016311344,0.909327921,0.970424835,0.969256479,0.26337017,0.55303781
1,0.436219774,0.94242544,0.951419566,0.968969507,0.27913422,0.554416516
1,0.378483472,0.964408184,0.981408425,0.968980844,0.27705615,0.556141865
1,0.416370515,0.941654567,0.980156825,0.968292885,0.265526843,0.563383868
1,0.424142723,0.961824953,0.980769319,0.970203741,0.275006784,0.553474961
1,0.13540766,0.961609809,0.966803157,0.969674499,0.324481048,0.553292379
1,0.301037597,0.954758905,0.963014359,0.969919498,0.291622928,0.553129102
1,0.142775605,0.939192457,0.997830627,0.972130963,0.191334637,0.553831195
1,0.472817177,0.951917887,0.99026076,0.969357817,0.250176657,0.55312636
1,0.208451297,0.939362552,0.981101706,0.969091797,0.297953429,0.554945583
1,0.328976974,0.898533943,0.994383374,0.966913802,0.274362793,0.553189073
1,0.335990077,0.914393464,0.977903883,0.968595774,0.270818282,0.551768661
1,0.544630646,0.896626188,0.97848525,0.974836983,0.283519436,0.560666205
1,0.337427374,0.871083643,0.977805774,0.962614904,0.598743934,0.555461959
1,0.459181592,0.861569627,0.978055522,0.968047501,0.241250547,0.556315923
1,0.330619648,0.888317498,0.978082537,0.967886459,0.271567605,0.550984408
1,0.336424033,0.887265704,0.978194438,0.969483512,0.283470303,0.553615307
1,0.338976017,0.891465952,0.978210812,0.967569566,0.291123973,0.553542678
1,0.339542483,0.885613087,0.978025279,0.970075982,0.25555931,0.554384012
1,0.335016158,0.899916248,0.97809397,0.968073838,0.256921487,0.554245311
1,0.329941175,0.905985252,0.978241351,0.96282888,0.261474921,0.555472163
1,0.333000922,0.896247668,0.978765139,0.968020856,0.288042442,0.557331345
1,0.337601582,0.889632576,0.97871332,0.968029791,0.278540337,0.554470326
1,0.33118218,0.903045727,0.978857101,0.967505558,0.259568591,0.555590495
1,0.335881452,0.901168697,0.978499925,0.966337006,0.260463637,0.554659551
1,0.314136173,0.905804589,0.979235429,0.967583874,0.276036842,0.591258488
1,0.321014425,0.913994975,0.978508314,0.970330045,0.293286389,0.553251023
1,0.331526156,0.889576157,0.978391107,0.978282853,0.21029268,0.555394396
1,0.315898458,0.884287429,0.978457167,0.97126679,0.252749329,0.562465441
1,0.255148567,0.891571732,0.978455661,0.967804449,0.249687225,0.555386966
1,0.320869176,0.893506656,0.978115347,0.970244176,0.21361377,0.561123717
1,0.331475096,0.867803686,0.978574402,0.970562436,0.257955593,0.553907177
1,0.327599959,0.933082901,0.977992172,0.968169773,0.282719576,0.550378234
1,0.308657947,0.892950557,0.978019695,0.94491386,0.265741214,0.555480952
1,0.288506354,0.925018121,0.978421877,0.970454135,0.311103226,0.555252682
1,0.247980726,0.918173181,0.978379384,0.97056429,0.238775648,0.556710405
1,0.699170959,0.936109665,0.978020543,0.966543483,0.276086835,0
1,0.128441124,0.865581541,0.978410797,0.964800446,0.265942259,0.553913769
1,0.299051095,0.915602771,0.978771978,0.966660133,0.274180593,0.555414598
1,0.216823414,0.887088832,0.979627983,0.963004105,0.312767625,0.554030723
1,0.320965222,0.921575556,0.977891168,0.968868927,0.283057604,0.551148899
1,0.329514216,0.908785922,0.978395697,0.968207708,0.274537449,1
1,0.335259105,0.883480904,0.9790976,0.965702605,0.280299651,0.553401687
1,0.335389476,0.887857971,0.978527054,0.98766195,0.283518137,0.563103831
1,0.33577349,0.874809151,0.980165395,0.971031737,1,0.554179964
1,0.337008596,0.913264954,0.978853426,0.979757218,0.301063317,0.553870465
1,0.322265388,0.925371884,0.978472093,0.969834572,0.242480795,0.554506048
1,0.334690054,0.889916719,0.978259042,0.971197716,0.277040166,0.553954197
1,0.291664134,0.899851,0.977882987,0.967934402,0.279438894,0.550017744
1,0.327929481,0.894412466,0.978111218,0.961626269,0.272858632,0.554190886
1,0.331290602,0.911534979,0.978220824,0.958556535,0.276775714,0.554514355
1,0.3226742,0.915945476,0.978240977,0.969543209,0.267606334,0.553416618
1,0.31750811,0.90635607,0.978900577,0.967789636,0.273819916,0.554472797
1,0.319792068,0.918323409,0.97805846,0.967263475,0.294609169,0.491685904
1,0.331284206,0.923038831,0.97787859,0.966028556,0.267954802,0.553513997
1,0.326904665,0.942420097,0.978248072,0.968741156,0.272769377,0.553551809
1,0.325486817,0.888376433,0.978100325,0.967315128,0.272520945,0.550950507
1,0.326262409,0.886598098,0.978145549,0.968212677,0.252107083,0.561347739
1,0.32837026,0.887821563,0.977971334,0.976685481,0.259590124,0.560438697
1,0.340364952,0.851076163,0.978081223,0.968829621,0.275036353,0.549471987
1,0.338920593,0.878082277,0.978539692,0.967695928,0.265252536,0.553874261
1,0.302530258,0.898742442,0.978328757,0.966536389,0.282842978,0.557200539
1,0.391433597,0.892260946,0.979947001,0.96930782,0.2723854,0.638142144
1,0.293534733,0.914164299,0.978644817,0.917305599,0.262040666,0.554829922
1,0.239065318,0.923528248,0.979212398,0.97543815,0.267639803,0.559029886
1,0.327867186,0.95445165,0.979437398,0.950245579,0.284330965,0.545743969
1,0.322027529,0.918497838,0.979106908,0.965931227,0.280548476,0.554149734
1,0.293646381,0.918943905,0.979385786,0.997394094,0.232186561,0.553407869
1,0.311183194,0.895385026,0.979659611,0.969511876,0.281417824,0.553959917
1,0.101277538,0.909180295,0.978765912,0.977544103,0.278742347,0.553819204
1,0.231949585,0.927205645,0.980411959,0.966783209,0.25370372,0.554709327
1,0.46084502,0.902892188,0.978731505,0.971415515,0.280239254,0.554012763
1,0.964093188,0.939089245,0.978866665,0.836894174,0.278840977,0.557078507
1,0,0.938394587,0.978205914,0.9699768,0.301477463,0.555006233
1,0.337792701,0.861472944,0.978273156,0.96677827,0.279868651,0.554361407
1,0.31325738,0.852220187,0.978543431,0.966908982,0.227529397,0.557862457
1,0.447084194,0.907262478,0.978123282,0.970191483,0.278444512,0.554492648
1,0.306832872,0.856227273,0.978835971,0.967914008,0.2963911,0.553818777
1,0.328074321,0.840708499,0.978905765,0.967702475,0.278106031,0.554464748
1,0.327209103,0.841568298,0.978172791,0.968234436,0.273801502,0.553596642
1,0.335535704,0.854595086,0.978258437,0.967505716,0.278505863,0.553692301
1,0.330005996,0.835619018,0.978396353,0.967781574,0.277466834,0.56124665
1,0.213118443,0.897256884,0.977793651,0.968072823,0.266251808,0.520286112
1,0.456645679,0.853639131,0.978527573,0.969101326,0.274785814,0.520501729
1,0.336814031,0.80724143,0.978127483,0.966716182,0.274168079,0.522642576
1,0.319659574,0.813347161,0.977864086,0.968275669,0.260967439,0.553571209
1,0.328844562,0.820256055,0.978042165,0.969214264,0.269405806,0.553045459
1,0.338622568,0.761235383,0.978301235,0.96851055,0.267708742,0.551191957
1,0.342620792,0.689184586,0.977795204,0.968972773,0.268987816,0.553231216
1,0.33923659,0.837254041,0.97831401,0.968966605,0.285254771,0.554705736
1,0.336142873,0.829008304,0.978436667,0.969232035,0.273748238,0.556675291
